/home/nvidia/Downloads/simulator-linux/IMG/center_2020_10_21_10_23_23_013.jpg, /home/nvidia/Downloads/simulator-linux/IMG/left_2020_10_21_10_23_23_013.jpg, /home/nvidia/Downloads/simulator-linux/IMG/right_2020_10_21_10_23_23_013.jpg, 0, 0, 0, 7.847835E-05
/home/nvidia/Downloads/simulator-linux/IMG/center_2020_10_21_10_23_23_121.jpg, /home/nvidia/Downloads/simulator-linux/IMG/left_2020_10_21_10_23_23_121.jpg, /home/nvidia/Downloads/simulator-linux/IMG/right_2020_10_21_10_23_23_121.jpg, 0, 0, 0, 7.915961E-05
/home/nvidia/Downloads/simulator-linux/IMG/center_2020_10_21_10_23_23_227.jpg, /home/nvidia/Downloads/simulator-linux/IMG/left_2020_10_21_10_23_23_227.jpg, /home/nvidia/Downloads/simulator-linux/IMG/right_2020_10_21_10_23_23_227.jpg, 0, 0, 0, 7.815559E-05
/home/nvidia/Downloads/simulator-linux/IMG/center_2020_10_21_10_23_23_331.jpg, /home/nvidia/Downloads/simulator-linux/IMG/left_2020_10_21_10_23_23_331.jpg, /home/nvidia/Downloads/simulator-linux/IMG/right_2020_10_21_10_23_23_331.jpg, 0, 0, 0, 7.87905E-05
/home/nvidia/Downloads/simulator-linux/IMG/center_2020_10_21_10_23_23_436.jpg, /home/nvidia/Downloads/simulator-linux/IMG/left_2020_10_21_10_23_23_436.jpg, /home/nvidia/Downloads/simulator-linux/IMG/right_2020_10_21_10_23_23_436.jpg, 0, 0, 0, 7.976963E-05
/home/nvidia/Downloads/simulator-linux/IMG/center_2020_10_21_10_23_23_545.jpg, /home/nvidia/Downloads/simulator-linux/IMG/left_2020_10_21_10_23_23_545.jpg, /home/nvidia/Downloads/simulator-linux/IMG/right_2020_10_21_10_23_23_545.jpg, 0, 0, 0, 7.886178E-05
/home/nvidia/Downloads/simulator-linux/IMG/center_2020_10_21_10_23_23_654.jpg, /home/nvidia/Downloads/simulator-linux/IMG/left_2020_10_21_10_23_23_654.jpg, /home/nvidia/Downloads/simulator-linux/IMG/right_2020_10_21_10_23_23_654.jpg, 0, 0, 0, 7.843145E-05
/home/nvidia/Downloads/simulator-linux/IMG/center_2020_10_21_10_23_23_758.jpg, /home/nvidia/Downloads/simulator-linux/IMG/left_2020_10_21_10_23_23_758.jpg, /home/nvidia/Downloads/simulator-linux/IMG/right_2020_10_21_10_23_23_758.jpg, 0, 0, 0, 7.952026E-05
/home/nvidia/Downloads/simulator-linux/IMG/center_2020_10_21_10_23_23_859.jpg, /home/nvidia/Downloads/simulator-linux/IMG/left_2020_10_21_10_23_23_859.jpg, /home/nvidia/Downloads/simulator-linux/IMG/right_2020_10_21_10_23_23_859.jpg, 0, 0, 0, 7.79671E-05
/home/nvidia/Downloads/simulator-linux/IMG/center_2020_10_21_10_23_23_960.jpg, /home/nvidia/Downloads/simulator-linux/IMG/left_2020_10_21_10_23_23_960.jpg, /home/nvidia/Downloads/simulator-linux/IMG/right_2020_10_21_10_23_23_960.jpg, 0, 0, 0, 7.806616E-05
/home/nvidia/Downloads/simulator-linux/IMG/center_2020_10_21_10_23_24_068.jpg, /home/nvidia/Downloads/simulator-linux/IMG/left_2020_10_21_10_23_24_068.jpg, /home/nvidia/Downloads/simulator-linux/IMG/right_2020_10_21_10_23_24_068.jpg, 0, 0, 0, 7.934368E-05
